year,ref_date,variable,value,area_name,full_area_name,area_level,country_name,grouping,record_created,record_updated,source_org,source_title,source_pub_date,frequency,source_link,notes
2016,31/12/2016,population,1500925,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2017,31/12/2017,population,1516851,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2018,31/12/2018,population,1532629,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2019,31/12/2019,population,1550173,Zürich,Zürich,city-region,Switzerland,Central/North Europe,09/04/2021,09/04/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",27/08/2020,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
2020,31/12/2020,population,1560959,Zürich,Zürich,city-region,Switzerland,Central/North Europe,19/12/2021,19/12/2021,Federal Statistical Office,"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geschlecht und Alter",18/10/2021,Annual,https://www.bfs.admin.ch/bfs/de/home/statistiken/bevoelkerung/stand-entwicklung.assetdetail.14087554.html,
1995,,dwellings,9570400,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,
2000,,dwellings,11472400,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,
2005,,dwellings,15622500,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,"The change in 2005 to 2010 looks a little implausible, and is contradicted by this older dataset https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_592&conn_path=I2&language=en"
2010,,dwellings,17738800,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,"Change to new methodology in 2010 (value for 2010 under old methodology is 17,672,100)"
2011,,dwellings,18082100,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2012,,dwellings,18414400,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2013,,dwellings,18742100,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2014,,dwellings,19161200,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,Permanent and non-permanent residents
2015,,dwellings,19559100,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,Permanent and non-permanent residents
2016,,dwellings,19877100,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2017,,dwellings,20313400,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2018,,dwellings,20818000,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2019,,dwellings,21310100,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2020,,dwellings,21673500,South Korea,South Korea,country,South Korea,East Asia,01/03/2021,01/03/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,10/01/2022,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
1995,,dwellings,1727900,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,
2000,,dwellings,1973200,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,
2005,,dwellings,3102200,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,
2010,,dwellings,3442100,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2011,,dwellings,3477800,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,Change to new methodology in 2010
2012,,dwellings,3509800,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2013,,dwellings,3546400,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2014,,dwellings,3607600,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2015,,dwellings,3633000,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2016,,dwellings,3644100,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2017,,dwellings,3671500,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2018,,dwellings,3682400,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
2019,,dwellings,3738600,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),(Present) Housing Supply Ratio,15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_2100&conn_path=I2&language=en,
1995,,population,44609000,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,Excludes foreign residents. Housing Census data.
2000,,population,46136000,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,Excludes foreign residents. Housing Census data.
2005,,population,47279000,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,Excludes foreign residents. Housing Census data.
2010,,population,49711000,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,Excludes foreign residents. Housing Census data.
2011,,population,50734284,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Population register data.
2012,,population,50948272,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Population register data.
2013,,population,51141463,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Population register data.
2014,,population,51327916,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Population register data.
2015,,population,51529338,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Population register data.
2016,,population,51696216,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Population register data.
2017,,population,51778544,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Population register data.
2018,,population,51826059,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Population register data.
2019,,population,51849861,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Population register data.
2020,,population,51829023,South Korea,South Korea,country,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Population register data.
1995,,population,10231000,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,Excludes foreign residents. Population register data.
2000,,population,9895000,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,Excludes foreign residents. Housing Census data.
2005,,population,9820200,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,Excludes foreign residents. Housing Census data.
2010,,population,10065000,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),"Number of Houses per 1,000 people",15/03/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=116&tblId=DT_MLTM_594&language=en&conn_path=I3,Excludes foreign residents. Housing Census data.
2011,,population,10249679,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Housing Census data.
2012,,population,10195318,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Population register data.
2013,,population,10143645,Seoul,Seoul,city-region,South Korea,East Asia,10/04/2021,10/04/2021,KOSIS (Korean Statistical Information Service),Resident Population in Five-Year Age Groups (2011~).,05/04/2021,Annual,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1B04005N&language=en&conn_path=I3,Excludes foreign residents. Population register data.
